,Sq_Ft_Tot_Living,Sq_Ft_Lot,Bathroom_count,Bedroom_count,Bldg_Grade,Property_Type,Nbr_Living_Units,Sq_Ft_Fin_Basement,Yr_Built,Yr_Renovated,Newly_Construction,House_Sale_Price
18392,3370,8675,3.5,5,9,Single Family,1,1030,1973,0,False,922061.0
18393,2340,26400,2.25,2,7,Single Family,1,1170,2001,0,False,612348.0
18394,1600,3000,1.75,4,7,Multiplex,2,360,1912,0,False,498551.0
18396,850,2700,1.0,2,6,Single Family,1,0,1924,0,False,526023.0
18397,1570,3000,1.75,5,7,Single Family,1,0,1908,0,False,441905.0
18405,1290,1060,2.25,3,8,Townhouse,1,230,2006,0,True,434005.0
18406,1670,3000,2.0,6,7,Single Family,1,770,1911,0,False,688916.0
18409,1500,3000,1.75,5,7,Single Family,1,510,1916,0,False,526952.0
18413,1350,1140,2.5,3,8,Townhouse,1,0,2008,0,False,405156.0
18414,1210,1420,2.5,3,8,Townhouse,1,0,2008,0,False,334559.0
18415,1240,1480,1.5,2,8,Townhouse,1,0,1999,0,False,330085.0
18416,1190,1214,1.5,2,8,Townhouse,1,0,1999,0,False,336126.0
18421,1570,1090,2.5,2,8,Townhouse,1,0,1994,0,False,373594.0
18422,1260,1076,3.0,3,8,Townhouse,1,0,1998,0,False,426772.0
18423,1260,1634,3.0,3,8,Townhouse,1,0,1998,0,False,397216.0
18424,1190,1022,2.25,3,8,Townhouse,1,0,1998,0,False,347989.0
18425,1190,1022,2.25,3,8,Townhouse,1,0,1998,0,False,348482.0
18426,1190,1022,2.25,3,8,Townhouse,1,0,1998,0,False,379804.0
18427,1210,1020,2.25,3,8,Townhouse,1,0,1998,0,False,342355.0
18428,1310,8140,1.5,3,7,Single Family,1,0,1956,0,False,269584.0
18429,1600,9782,1.0,3,7,Single Family,1,0,1955,0,False,469442.0
18430,1150,7800,1.0,3,7,Single Family,1,0,1955,0,False,469414.0
18431,1610,9200,2.5,3,7,Single Family,1,0,1957,0,False,532447.0
18432,1610,9200,2.5,3,7,Single Family,1,0,1957,0,False,446990.0
18433,1430,8000,1.5,3,7,Single Family,1,0,1956,0,False,457143.0
18434,1410,8000,1.5,3,7,Single Family,1,0,1956,0,False,409774.0
18435,2740,8600,2.0,4,7,Single Family,1,0,1956,2001,False,554960.0
18436,2740,8600,2.0,4,7,Single Family,1,0,1956,2001,False,706935.0
18437,2740,8600,2.0,4,7,Single Family,1,0,1956,2001,False,524211.0
18438,1250,9030,1.5,3,7,Single Family,1,0,1956,0,False,456393.0
18439,1590,10645,1.5,3,7,Single Family,1,270,1981,0,False,348692.0
18440,1400,10436,2.25,3,7,Single Family,1,360,1985,0,False,342570.0
18441,1590,8485,2.0,3,7,Single Family,1,0,1994,0,False,362667.0
18442,2010,6663,3.0,5,7,Single Family,1,660,1994,0,False,411492.0
18443,1900,27818,1.75,3,7,Single Family,1,680,1962,0,False,460617.0
18445,1070,1162,1.5,2,8,Townhouse,1,110,2006,0,True,485770.0
18447,2290,5500,2.0,3,9,Single Family,1,0,1915,0,False,1428842.0
18448,1030,6210,1.0,2,7,Single Family,1,80,1947,0,False,494683.0
18449,2080,6609,1.75,3,7,Single Family,1,800,1950,0,False,483686.0
18452,1360,6118,1.0,3,7,Single Family,1,0,1948,0,False,416109.0
18453,1360,6118,1.0,3,7,Single Family,1,0,1948,0,False,467957.0
18454,1970,6216,1.75,3,8,Single Family,1,710,1949,0,False,492882.0
18455,2620,4000,2.5,3,8,Single Family,1,1040,1930,0,False,812227.0
18456,1540,4500,1.5,3,7,Single Family,1,100,1924,0,False,534701.0
18457,3000,4500,2.75,4,8,Single Family,1,1060,1919,2008,False,792159.0
18458,1600,4000,1.75,2,7,Single Family,1,750,1918,0,False,636251.0
18459,2970,6000,3.0,3,7,Single Family,1,1150,1924,0,False,822557.0
18460,1740,4500,2.0,4,8,Single Family,1,0,1921,2007,False,399784.0
18461,1740,4500,2.0,4,8,Single Family,1,0,1921,2007,False,856098.0
18462,2320,5040,2.5,3,9,Single Family,1,0,1978,1990,False,1088345.0
18463,2040,4770,1.75,3,8,Single Family,1,1020,1919,0,False,615694.0
18464,2170,54325,2.25,3,9,Single Family,1,0,1954,0,False,1006875.0
18465,2860,43625,2.25,4,8,Single Family,1,0,1966,0,False,958845.0
18466,3070,43134,2.0,4,8,Single Family,1,920,1967,0,False,738688.0
18467,2640,9567,2.5,4,8,Single Family,1,0,1987,0,False,760449.0
18468,1290,7920,1.0,3,7,Single Family,1,0,1966,0,False,309739.0
18469,2100,9000,2.0,3,8,Single Family,1,0,1986,0,False,557429.0
18470,2100,9000,2.0,3,8,Single Family,1,0,1986,0,False,565669.0
18471,2100,9000,2.0,3,8,Single Family,1,0,1986,0,False,605237.0
18474,3510,50447,2.5,3,10,Single Family,1,0,1987,0,False,789327.0
18475,2810,52062,2.5,4,9,Single Family,1,0,1988,0,False,904084.0
18476,2360,12800,2.5,4,8,Single Family,1,860,1977,0,False,533746.0
18477,2050,12500,2.5,3,8,Single Family,1,620,1977,0,False,502580.0
18478,1430,12000,1.75,4,8,Single Family,1,0,1977,0,False,469212.0
18479,1940,12285,1.75,4,7,Single Family,1,600,1977,0,False,462750.0
18480,2260,12705,2.25,4,8,Single Family,1,700,1977,0,False,578098.0
18481,1760,12000,2.25,4,7,Single Family,1,0,1977,0,False,526689.0
18482,2450,12150,1.75,4,7,Single Family,1,1110,1977,0,False,502317.0
18483,3140,8484,2.5,3,10,Single Family,1,0,1996,0,False,765855.0
18484,2550,15251,1.75,4,8,Single Family,1,750,1974,0,False,667221.0
18485,2040,19180,1.75,4,7,Single Family,1,1020,1970,0,False,396405.0
18486,1820,13362,2.25,3,8,Single Family,1,600,1977,0,False,515665.0
18489,1440,12036,1.0,3,7,Single Family,1,0,1969,0,False,223686.0
18490,1810,12036,2.25,4,7,Single Family,1,570,1978,0,False,322348.0
18491,1830,12036,1.0,3,7,Single Family,1,280,1977,0,False,348070.0
18492,1900,15165,1.75,4,8,Single Family,1,0,1968,0,False,347597.0
18498,2620,10489,2.5,4,9,Single Family,1,0,1990,0,False,605425.0
18500,3080,6938,2.5,4,9,Single Family,1,0,2002,0,False,699452.0
18501,2110,18815,2.0,3,7,Single Family,1,0,1979,0,False,1100949.0
18502,2260,20160,1.75,3,8,Single Family,1,0,1948,1998,False,1358121.0
18503,1220,8040,1.0,3,7,Single Family,1,0,1965,0,False,443974.0
18504,1240,8100,1.0,2,5,Single Family,1,0,1930,0,False,316043.0
18505,2570,8100,3.0,4,7,Single Family,1,0,1947,2000,False,618692.0
18506,3040,8040,2.5,5,9,Single Family,1,0,2005,0,True,785909.0
18507,3040,8040,2.5,5,9,Single Family,1,0,2005,0,False,770614.0
18509,1212,1174,2.5,3,7,Townhouse,1,0,2004,0,False,320821.0
18512,2030,4505,2.5,4,8,Single Family,1,0,2004,0,False,357939.0
18513,1840,5045,2.5,4,8,Single Family,1,0,2004,0,False,385916.0
18514,2680,4959,2.5,4,8,Single Family,1,0,2004,0,False,430540.0
18518,1430,8564,2.25,3,7,Single Family,1,0,1991,0,False,293770.0
18519,1190,9801,1.75,3,7,Single Family,1,0,1990,0,False,266322.0
18520,1840,9818,2.25,3,7,Single Family,1,0,1992,0,False,342652.0
18521,1520,9744,1.5,3,7,Single Family,1,0,1991,0,False,294382.0
18522,1520,9744,1.5,3,7,Single Family,1,0,1991,0,False,248536.0
18523,910,5508,1.0,2,6,Single Family,1,0,1927,0,False,309668.0
18524,1850,10460,2.25,3,8,Single Family,1,0,1980,0,False,445968.0
18525,1820,9353,2.5,3,7,Single Family,1,540,1986,0,False,431705.0
18526,2400,9691,1.75,3,8,Single Family,1,830,1980,0,False,449915.0
18527,1950,9651,2.5,3,8,Single Family,1,0,1983,0,False,418965.0
18528,1680,4690,2.5,3,7,Single Family,1,0,2005,0,True,351965.0
18529,2000,5006,2.5,4,7,Single Family,1,0,2005,0,True,357087.0
18530,2260,5656,2.5,3,7,Single Family,1,0,2005,0,True,438493.0
18531,2170,4600,2.5,4,7,Single Family,1,0,2005,0,True,422578.0
18532,2170,4600,2.5,4,7,Single Family,1,0,2005,0,False,378542.0
18533,3150,4751,2.5,4,7,Single Family,1,0,2005,0,False,456276.0
18534,1940,4751,2.25,3,7,Single Family,1,0,2005,0,False,334702.0
18535,1940,4751,2.25,3,7,Single Family,1,0,2005,0,False,351737.0
18536,2000,5701,2.5,3,7,Single Family,1,0,2005,0,True,335662.0
18537,3320,8185,2.5,4,10,Single Family,1,0,1996,0,False,646336.0
18538,2310,9169,2.5,3,9,Single Family,1,0,1995,0,False,592776.0
18539,2730,7935,2.5,4,9,Single Family,1,0,1993,0,False,499670.0
18540,3120,7448,2.5,4,9,Single Family,1,0,1998,0,False,457515.0
18541,2780,11063,2.5,4,9,Single Family,1,0,1993,0,False,619069.0
18542,1480,11845,1.0,3,7,Single Family,1,0,1962,0,False,301708.0
18543,680,10588,1.0,1,5,Single Family,1,0,1936,0,False,347669.0
18544,1570,5580,2.0,3,8,Single Family,1,0,1945,2004,False,690185.0
18545,2230,3270,3.5,4,8,Single Family,1,0,1998,0,False,510604.0
18546,2430,5129,2.5,4,8,Single Family,1,890,1928,0,False,586680.0
18547,2280,5400,2.75,4,8,Single Family,1,1130,1908,2007,False,753463.0
18548,1730,7440,1.75,3,7,Single Family,1,660,1936,0,False,543728.0
18549,3300,5400,3.75,4,9,Single Family,1,960,1924,2003,False,1066101.0
18550,950,3360,1.0,2,6,Single Family,1,0,1927,0,False,407747.0
18551,2520,3360,3.25,4,8,Single Family,1,970,1931,0,False,575356.0
18552,3100,4245,2.0,4,7,Single Family,1,1060,1939,0,False,1053786.0
18553,860,4000,1.0,2,7,Single Family,1,0,1930,0,False,440113.0
18554,1400,4000,1.75,3,7,Single Family,1,370,1906,0,False,565328.0
18555,1550,2501,2.5,2,8,Townhouse,1,0,1987,0,False,429878.0
18556,1550,2657,2.5,2,8,Townhouse,1,0,1987,0,False,435408.0
18557,1480,1848,2.25,2,8,Townhouse,1,0,1987,0,False,471082.0
18558,2200,2462,2.5,2,8,Townhouse,1,820,1987,0,False,456393.0
18564,1230,10481,2.0,3,7,Single Family,1,450,1981,0,False,384575.0
18565,1120,10389,1.0,2,7,Single Family,1,340,1981,0,False,395545.0
18566,910,10900,1.0,3,7,Single Family,1,0,1981,0,False,355818.0
18567,1290,10957,1.75,3,7,Single Family,1,0,1981,0,False,409441.0
18568,1280,11071,1.5,2,7,Single Family,1,430,1984,0,False,398164.0
18569,1280,13281,1.5,2,7,Single Family,1,430,1984,0,False,388571.0
18570,1690,16061,2.0,3,7,Single Family,1,0,1984,0,False,531068.0
18571,1160,11020,1.0,3,7,Single Family,1,240,1983,0,False,388194.0
18572,1930,11092,1.5,3,7,Single Family,1,430,1983,0,False,496894.0
18573,1930,11092,1.5,3,7,Single Family,1,430,1983,0,False,544628.0
18574,1160,11609,1.75,3,7,Single Family,1,240,1983,0,False,411804.0
18575,1160,11609,1.75,3,7,Single Family,1,240,1983,0,False,483710.0
18576,2160,10987,2.5,4,8,Single Family,1,720,1981,2003,False,535739.0
18577,2040,11278,2.75,4,7,Single Family,1,680,1981,0,False,516187.0
18578,2140,11430,2.5,3,7,Single Family,1,950,1985,0,False,484285.0
18579,1330,15678,1.75,3,7,Single Family,1,430,1984,0,False,395137.0
18580,3570,25211,2.5,4,11,Single Family,1,0,1985,0,False,861029.0
18581,1050,10366,1.0,3,7,Single Family,1,0,1980,0,False,250677.0
18582,1260,10681,1.5,3,7,Single Family,1,0,1986,0,False,286611.0
18583,1190,11443,1.0,3,7,Single Family,1,0,1980,0,False,293320.0
18584,3120,6385,2.5,4,9,Single Family,1,0,1999,0,False,704870.0
18585,4960,6000,4.25,4,10,Single Family,1,1280,1909,2003,False,1590863.0
18586,1740,3600,2.0,3,7,Single Family,1,750,1923,0,False,688212.0
18591,2320,3240,2.0,3,7,Single Family,1,800,1927,0,False,734385.0
18592,900,4800,1.0,2,6,Single Family,1,120,1944,0,False,479099.0
18593,1280,6000,1.0,2,7,Single Family,1,500,1949,0,False,426981.0
18594,1270,6000,2.25,3,8,Single Family,1,0,1967,0,False,370518.0
18595,1860,6000,1.5,3,7,Single Family,1,900,1944,0,False,384393.0
18596,3090,6000,3.0,3,8,Single Family,1,710,1997,0,False,957833.0
18597,1290,6000,1.0,3,7,Single Family,1,0,1908,0,False,565013.0
18598,1230,6000,1.75,3,7,Single Family,1,0,1942,0,False,463062.0
18599,970,6000,1.0,3,7,Single Family,1,0,1942,0,False,426667.0
18600,2120,3000,2.5,3,8,Single Family,1,1060,1952,2008,False,628124.0
18601,1820,3000,2.0,4,7,Multiplex,2,0,1946,0,False,556493.0
18602,1820,3000,2.0,4,7,Multiplex,2,0,1946,0,False,635134.0
18603,1700,6000,1.75,4,7,Single Family,1,0,1968,0,False,532118.0
18604,1350,6000,1.0,2,7,Single Family,1,350,1947,0,False,619295.0
18605,1150,6000,1.0,3,7,Single Family,1,0,1944,0,False,444812.0
18606,2290,6000,1.75,4,7,Single Family,1,900,1921,0,False,660329.0
18607,1960,6000,1.75,2,7,Single Family,1,980,1904,0,False,413427.0
18608,1360,6240,1.0,2,6,Single Family,1,580,1943,0,False,551133.0
18609,1450,5200,1.0,3,6,Single Family,1,370,1943,0,False,447123.0
18610,1640,6000,1.75,3,7,Single Family,1,770,1943,0,False,566339.0
18614,1760,2373,1.75,4,6,Multiplex,2,880,1943,0,False,477458.0
18616,1760,2771,2.0,4,6,Multiplex,2,880,1943,0,False,719864.0
18617,1690,1459,3.5,3,7,Townhouse,1,330,2008,0,True,494669.0
18618,1690,1432,3.5,3,7,Townhouse,1,330,2008,0,True,512159.0
18619,1500,1432,3.0,3,8,Townhouse,1,320,2005,0,False,540773.0
18620,810,6480,1.0,2,6,Single Family,1,0,1942,0,False,501691.0
18621,1630,1351,2.5,3,9,Townhouse,1,90,2005,0,True,592787.0
18622,1630,1348,2.5,3,9,Townhouse,1,90,2005,0,True,624537.0
18623,1630,1348,2.5,3,9,Townhouse,1,90,2005,0,False,595335.0
18625,1850,1504,2.5,3,9,Townhouse,1,60,2005,0,True,720339.0
18626,1360,1795,1.5,3,7,Townhouse,1,0,1945,0,False,639545.0
18627,1670,1596,2.25,3,8,Townhouse,1,450,2002,0,False,566557.0
18629,900,1818,1.0,2,7,Townhouse,1,0,1945,0,True,328663.0
18630,2120,5400,1.75,4,8,Single Family,1,1060,1941,0,False,751475.0
18631,2070,6000,3.0,3,7,Single Family,1,250,1938,0,False,654172.0
18632,2070,6000,3.0,3,7,Single Family,1,250,1938,0,False,721901.0
18633,4370,6000,3.25,4,10,Single Family,1,1270,2008,0,False,654413.0
18634,1270,6000,1.0,2,7,Single Family,1,0,1939,0,False,457777.0
18635,1820,6000,2.0,4,8,Single Family,1,520,1942,0,False,720476.0
18636,2380,6000,2.25,3,9,Single Family,1,730,1931,0,False,775371.0
18637,2740,6000,2.75,3,9,Single Family,1,470,1928,0,False,1004308.0
18640,2380,6000,3.25,4,8,Single Family,1,600,2006,0,True,816600.0
18641,1770,6000,2.0,4,7,Single Family,1,0,1911,1981,False,654122.0
18642,1870,6000,1.75,4,8,Single Family,1,200,1949,0,False,574263.0
18645,1470,1204,2.5,3,8,Townhouse,1,0,2006,0,False,363142.0
18653,1850,6400,1.75,4,7,Single Family,1,250,1942,0,False,520206.0
18654,1520,5500,1.75,3,7,Single Family,1,0,1936,0,False,669774.0
18655,3070,8060,2.5,4,9,Single Family,1,0,1991,0,False,522742.0
18656,2710,9192,2.25,3,8,Single Family,1,0,1990,0,False,431046.0
18657,1640,3398,1.5,2,7,Single Family,1,0,1986,0,False,447421.0
18658,1640,3279,1.5,2,7,Single Family,1,0,1986,0,False,423048.0
18659,1870,3169,2.5,2,7,Single Family,1,0,1986,0,False,472146.0
18660,1350,3738,1.75,2,7,Single Family,1,0,1985,0,False,468387.0
18661,1870,2993,2.5,2,7,Single Family,1,0,1986,0,False,493922.0
18662,1870,3745,2.5,2,7,Single Family,1,0,1986,0,False,526190.0
18663,1880,2742,2.5,2,7,Single Family,1,0,1987,0,False,432575.0
18664,1430,7201,2.25,3,7,Single Family,1,0,1993,0,False,391093.0
18665,1430,7201,2.25,3,7,Single Family,1,0,1993,0,False,391660.0
18666,1320,7214,2.25,3,7,Single Family,1,0,1993,0,False,373346.0
18667,810,3332,1.0,2,6,Single Family,1,0,1918,0,False,312046.0
18668,770,3325,1.0,2,7,Single Family,1,0,1918,0,False,459791.0
18669,2120,5996,2.25,4,8,Single Family,1,1060,1918,2011,False,423448.0
18670,2120,5996,2.25,4,8,Single Family,1,1060,1918,2011,False,211262.0
18671,590,2342,1.0,1,7,Townhouse,1,0,1926,0,False,161511.0
18676,1270,5005,1.75,3,7,Single Family,1,0,1926,0,False,517974.0
18677,1520,4550,1.0,3,7,Single Family,1,300,1926,0,False,449862.0
18678,600,4500,1.0,2,6,Single Family,1,0,1948,0,False,335144.0
18679,1830,4400,1.0,3,8,Single Family,1,110,1930,0,False,527102.0
18680,2480,4400,1.0,5,7,Single Family,1,840,1919,0,False,555312.0
18681,2140,5000,2.0,5,7,Single Family,1,120,1913,0,False,414127.0
18682,1410,4550,1.5,3,7,Single Family,1,0,1927,0,False,519344.0
18683,1050,1029,2.5,2,8,Townhouse,1,100,2007,0,False,324665.0
18684,1490,1224,2.5,3,8,Townhouse,1,290,2007,0,True,414127.0
18685,2040,7260,2.5,4,7,Single Family,1,0,1963,0,False,478361.0
18686,1370,6120,1.5,3,7,Single Family,1,0,1951,0,False,446105.0
18687,1450,4590,1.75,2,7,Single Family,1,0,1949,0,False,462386.0
18688,1290,6528,1.0,2,7,Single Family,1,0,1941,0,False,403810.0
18689,2030,3999,2.5,3,8,Single Family,1,0,2003,0,False,648292.0
18690,1480,6120,1.0,3,7,Single Family,1,0,1950,0,False,415439.0
18691,930,6120,1.0,2,7,Single Family,1,0,1943,0,False,443106.0
18692,930,6120,1.0,2,7,Single Family,1,0,1943,0,False,360417.0
18693,1240,3060,2.5,3,7,Single Family,1,0,1986,0,False,303981.0
18694,1320,6120,1.5,3,7,Single Family,1,0,1951,0,False,427942.0
18695,1570,6120,1.5,3,7,Single Family,1,0,1951,0,False,492126.0
18696,1780,6120,2.25,4,8,Single Family,1,470,1951,0,False,670203.0
18697,2260,5200,1.0,3,7,Single Family,1,1130,1947,0,False,460945.0
18698,2180,6120,1.75,4,7,Single Family,1,940,1951,0,False,592977.0
18699,1980,5202,2.5,5,7,Single Family,1,710,1970,0,False,647619.0
18700,1870,3300,1.5,3,7,Multiplex,1,0,1906,0,False,652079.0
18701,2890,2370,3.0,6,7,Multiplex,3,600,1906,0,False,687158.0
18702,2890,2370,3.0,6,7,Multiplex,3,600,1906,0,False,723371.0
18706,1390,790,2.5,3,8,Townhouse,1,530,2006,0,False,516491.0
18707,1440,684,2.5,2,9,Townhouse,1,100,2003,0,False,532847.0
18710,920,1224,2.5,3,8,Townhouse,1,0,2003,0,False,488434.0
18712,1460,1242,2.5,2,9,Townhouse,1,100,2006,0,False,615077.0
18713,1460,1242,2.5,2,9,Townhouse,1,100,2006,0,False,643858.0
18714,1560,1490,3.5,3,8,Townhouse,1,320,1995,0,False,705022.0
18715,1560,1490,3.5,3,8,Townhouse,1,320,1995,0,False,583654.0
18716,1390,1132,2.5,2,8,Townhouse,1,260,2006,0,False,567249.0
18718,2240,3000,2.0,4,7,Single Family,1,1120,1906,0,False,602936.0
18719,2770,2981,2.5,7,7,Multiplex,1,770,1908,0,True,767584.0
18720,1630,12221,2.25,3,7,Single Family,1,0,1968,0,False,407994.0
18721,940,8874,1.0,3,7,Single Family,1,0,1951,0,False,404837.0
18722,1250,8840,1.0,2,7,Single Family,1,0,1952,0,False,407653.0
18723,1700,8874,1.75,3,6,Single Family,1,0,1952,0,False,315012.0
18724,2630,4000,2.25,4,9,Single Family,1,820,1909,0,False,1144645.0
18725,1920,3450,1.75,3,7,Single Family,1,960,1918,0,False,481192.0
18726,1230,1200,2.25,3,8,Townhouse,1,0,2008,0,True,470929.0
18728,1270,935,2.0,3,7,Townhouse,1,0,2007,0,True,441981.0
18730,2610,5250,3.0,4,8,Single Family,1,1080,1912,2007,False,642502.0
18731,1770,4000,1.5,4,7,Single Family,1,0,1924,0,False,662019.0
18732,2830,5728,2.75,4,9,Single Family,1,0,2004,0,False,740521.0
18733,2540,3596,2.5,3,9,Single Family,1,0,2004,0,False,721102.0
18734,2530,3912,2.5,3,9,Single Family,1,0,2004,0,False,706985.0
18735,2480,3037,2.5,3,8,Single Family,1,470,2005,0,False,617491.0
18736,1730,2415,2.5,3,8,Single Family,1,140,2005,0,False,541193.0
18737,2500,3193,3.5,4,8,Single Family,1,690,2008,0,True,635646.0
18738,1480,1369,2.5,2,7,Townhouse,1,0,2009,0,True,508631.0
18739,1390,1222,2.25,2,7,Townhouse,1,50,2009,0,True,539492.0
18740,2270,1763,2.5,2,7,Townhouse,1,450,2009,0,True,639061.0
18741,2380,8023,1.75,5,7,Single Family,1,320,1954,0,False,452898.0
18742,1160,8515,1.0,3,7,Single Family,1,0,1959,0,False,306716.0
18743,930,6060,1.0,3,6,Single Family,1,0,1973,0,False,193958.0
18744,1270,6510,1.0,3,7,Single Family,1,0,1954,0,False,304805.0
18745,930,8990,1.0,3,7,Single Family,1,0,1954,0,False,285775.0
18746,930,8990,1.0,3,7,Single Family,1,0,1954,0,False,166519.0
18747,2420,4275,2.75,5,7,Single Family,1,940,1902,0,False,424361.0
18748,2090,3610,2.0,4,7,Single Family,1,300,1927,0,False,660675.0
18749,2590,4160,2.75,4,7,Single Family,1,920,1927,0,False,621556.0
18750,1640,3800,2.0,3,7,Single Family,1,500,1925,0,False,511657.0
18751,2260,4275,2.0,4,7,Single Family,1,550,1922,2006,False,626187.0
18752,1330,4275,1.0,2,7,Single Family,1,0,1925,0,False,521458.0
18753,1360,8163,2.0,1,6,Single Family,1,680,1928,0,False,362129.0
18754,800,8165,1.0,2,6,Single Family,1,0,1947,0,False,283151.0
18756,1010,7633,1.0,3,6,Single Family,1,0,1961,0,False,263039.0
18757,1550,1002,2.5,2,8,Townhouse,1,0,2007,0,True,619683.0
18763,3700,5400,3.5,5,9,Single Family,1,810,2011,0,False,1011606.0
18770,2610,9798,2.5,4,8,Single Family,1,0,1990,0,False,651768.0
18771,3060,9841,2.25,3,8,Single Family,1,0,1983,0,False,708130.0
18772,2260,4945,2.75,4,8,Single Family,1,0,2002,0,False,338070.0
18773,1690,6375,1.75,3,8,Single Family,1,0,1903,2002,False,525918.0
18774,1220,10912,1.0,3,4,Single Family,1,0,1902,0,False,285749.0
18775,1410,12282,2.0,2,8,Single Family,1,0,1909,1988,False,503187.0
18776,1600,48181,2.5,3,7,Single Family,1,0,1989,0,False,444812.0
18777,1980,5830,2.0,3,7,Single Family,1,0,1948,0,False,531775.0
18778,1670,7200,2.0,3,8,Single Family,1,500,1930,0,False,1229889.0
18779,2430,7140,2.5,3,8,Single Family,1,810,1926,1960,False,1499191.0
18780,3550,12327,3.0,4,10,Single Family,1,1370,1990,0,False,836733.0
18781,2230,6890,3.0,4,6,Multiplex,3,860,1942,0,False,422175.0
18782,2140,4199,2.0,4,8,Single Family,1,700,1931,2015,False,617839.0
18783,1270,4945,1.75,2,8,Single Family,1,240,1947,0,False,619328.0
18784,1360,3912,1.75,2,7,Single Family,1,580,1947,0,False,576448.0
18785,2840,4646,3.0,3,8,Single Family,1,630,1949,2005,False,997840.0
18786,2620,4480,2.5,4,9,Single Family,1,700,1949,1997,False,925261.0
18787,2180,4484,1.75,3,8,Single Family,1,900,1948,2008,False,542316.0
18788,2180,4484,1.75,3,8,Single Family,1,900,1948,2008,False,1113931.0
18789,3200,5457,2.5,3,9,Single Family,1,810,2000,0,False,848838.0
18790,3490,5442,4.25,4,8,Single Family,1,1020,1950,2008,False,555050.0
18791,3490,5442,4.25,4,8,Single Family,1,1020,1950,2008,False,987679.0
18792,1820,4080,2.0,3,8,Single Family,1,0,1937,1987,False,645697.0
18793,2150,5400,2.5,3,8,Single Family,1,0,1907,0,False,875310.0
18794,1990,4140,1.75,3,8,Single Family,1,300,1932,0,False,592724.0
18795,2170,5400,1.75,3,7,Single Family,1,730,1923,0,False,615337.0
18796,3780,1952,3.5,4,10,Townhouse,1,230,2006,0,True,1353372.0
18797,2060,2900,2.0,3,8,Single Family,1,730,1931,0,False,608121.0
18798,1990,3000,2.0,3,8,Single Family,1,560,1927,0,False,678538.0
18799,1990,3000,2.0,3,8,Single Family,1,560,1927,0,False,574249.0
18800,1060,1600,1.0,2,7,Townhouse,1,0,1979,0,False,364907.0
18801,2240,3360,2.75,3,8,Single Family,1,730,1996,0,False,810932.0
18802,2290,10000,2.5,3,9,Single Family,1,0,1990,0,False,963165.0
18807,2460,4612,3.5,4,8,Single Family,1,710,2005,0,True,702998.0
18808,1480,4800,1.75,3,7,Single Family,1,340,1944,0,False,494073.0
18809,1810,4800,1.75,3,7,Single Family,1,800,1955,0,False,544576.0
18810,1210,7667,1.0,2,6,Single Family,1,310,1950,0,False,522401.0
18811,840,3522,1.0,2,6,Single Family,1,0,1947,0,False,427517.0
18812,1860,4318,2.0,4,7,Single Family,1,800,1952,0,False,532558.0
18813,2070,23160,1.75,2,7,Single Family,1,810,1946,0,False,616373.0
18814,1500,4500,1.5,3,6,Single Family,1,680,1942,0,False,303696.0
18815,1500,4500,1.5,3,6,Single Family,1,680,1942,0,False,527553.0
18816,1130,4500,1.75,3,6,Single Family,1,300,1942,0,False,470552.0
18817,2820,9073,2.75,5,8,Single Family,2,1370,1987,0,False,402963.0
18818,2820,9073,2.75,5,8,Single Family,2,1370,1987,0,False,337698.0
18819,1550,7926,1.75,3,7,Single Family,1,360,1985,0,False,297484.0
18820,2630,7904,2.0,3,7,Single Family,1,0,1975,0,False,567103.0
18821,1330,7482,1.75,3,7,Single Family,1,0,1975,0,False,401506.0
18822,1810,7068,2.25,4,7,Single Family,1,0,1976,0,False,508340.0
18824,3090,5650,3.0,4,8,Single Family,1,940,1923,0,False,1637629.0
18825,1490,10050,1.75,4,7,Single Family,1,0,1969,0,False,371265.0
18826,3440,10050,3.5,4,10,Single Family,1,0,2008,0,False,146311.0
18828,3480,6625,3.0,5,8,Single Family,1,0,2012,0,True,662672.0
18829,1350,7750,1.75,3,7,Single Family,1,0,1979,0,False,330382.0
18830,880,7500,1.0,3,7,Single Family,1,0,1978,0,False,246961.0
18831,1400,9750,1.0,3,7,Single Family,1,0,1968,1998,False,311074.0
18833,1370,2700,1.5,4,7,Single Family,1,0,1908,0,False,566363.0
18834,1370,2700,1.5,4,7,Single Family,1,0,1908,0,False,574695.0
18835,2060,4050,2.5,3,9,Single Family,1,0,1996,0,False,778245.0
18836,2380,5940,3.75,3,9,Single Family,1,1190,1960,1997,False,923279.0
18837,3600,5040,2.75,4,9,Single Family,1,990,2004,0,False,941298.0
18838,2620,10394,3.0,4,9,Single Family,1,0,1989,0,False,664384.0
18839,2500,29655,2.5,3,8,Single Family,1,0,1996,0,False,696915.0
18840,2790,28050,2.5,3,8,Single Family,1,0,1999,0,False,773561.0
18841,2840,22913,2.5,4,8,Single Family,1,0,1997,0,False,678843.0
18842,2498,30096,2.5,4,8,Single Family,1,0,1997,0,False,643708.0
18843,2500,34958,2.5,3,8,Single Family,1,0,1997,0,False,630725.0
18844,2570,27972,2.5,4,8,Single Family,1,0,1997,0,False,746857.0
18845,2570,27972,2.5,4,8,Single Family,1,0,1997,0,False,755484.0
18846,2570,27972,2.5,4,8,Single Family,1,0,1997,0,False,744437.0
18847,2170,28607,2.5,3,8,Single Family,1,0,1998,0,False,635558.0
18848,2640,28972,2.5,4,8,Single Family,1,0,1997,0,False,641230.0
